Date,Price
2021-10-08,0.865070
2021-10-11,0.864600
2021-10-12,0.865520
2021-10-13,0.867000
2021-10-14,0.862100
2021-10-15,0.862700
2021-10-18,0.862290
2021-10-19,0.861040
2021-10-20,0.859700
2021-10-21,0.858000
2021-10-22,0.860190
2021-10-25,0.859100
2021-10-26,0.861200
2021-10-27,0.862200
2021-10-28,0.862060
2021-10-29,0.855900
2021-11-01,0.865300
2021-11-02,0.862100
2021-11-03,0.863600
2021-11-04,0.860900
2021-11-05,0.865400
2021-11-08,0.864390
2021-11-09,0.862700
2021-11-10,0.862400
2021-11-11,0.870630
2021-11-12,0.873300
2021-11-15,0.874000
2021-11-16,0.879780
2021-11-17,0.883300
2021-11-18,0.883300
2021-11-19,0.879630
2021-11-22,0.886860
2021-11-23,0.889510
2021-11-24,0.889290
2021-11-25,0.892620
2021-11-26,0.892090
2021-11-29,0.885490
2021-11-30,0.885470
2021-12-01,0.882590
2021-12-02,0.883430
2021-12-03,0.884470
2021-12-06,0.884580
2021-12-07,0.886000
2021-12-08,0.886800
2021-12-09,0.881400
2021-12-10,0.885480
2021-12-13,0.884030
2021-12-14,0.886100
2021-12-15,0.888000
2021-12-16,0.885680
2021-12-17,0.882290
2021-12-20,0.889400
2021-12-21,0.886720
2021-12-22,0.885930
2021-12-23,0.882700
2021-12-24,0.882820
2021-12-27,0.883060
2021-12-28,0.882610
2021-12-29,0.883800
2021-12-30,0.880270
2021-12-31,0.883000
